city,osmid,length_m,highway_type,lanes,speed_limit,is_oneway,intersection_density,highway_risk_score,poi_schools,poi_hospitals,poi_markets,poi_bus_stops,poi_fuel,poi_total,annual_rainfall_mm,avg_temp_c,fog_days_per_year,pop_density_km2,urban_share_pct,risk_road_type,risk_intersection,risk_poi,risk_lanes_speed,risk_score_raw,is_blackspot,expected_accident_rate,expected_accidents,intersection_multiplier,poi_multiplier,adjusted_accidents,accidents_per_500m,rf_risk_score,xgb_risk_score,predicted_label,cat_risk_score,cat_predicted,xgb_risk_score_v2,xgb_predicted_v2,morth_predicted,mismatch_category,osmid_str,lat,lon
Pune,1118330880,29.6,residential,1,40,0,38,2,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,0,1,0,0,1,0,1.8,0.05328,1.8,1.0,0.095904,0.95904,0.0017578482248496,2.5285278e-06,0,0.0,0,0.04169549,0,0,Safe (Both Agree),1118330880,18.4416,73.85368
Pune,237621710,58.1,unclassified,1,40,0,13,2,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,0,1,0,0,1,0,2.1,0.12201,1.8,1.0,0.219618,1.89,0.0131853236829849,2.1806676e-05,0,0.0,0,0.5843403,1,0,Safe (Both Agree),237621710,18.64717,73.83032
Pune,"[1154680310, 1155982671]",150.1,residential,1,40,0,30,2,0,1,0,0,0,1.2,1155.4,30.4,0.0,603,61.0,0,1,0,0,1,0,1.8,0.27018,1.8,1.06,0.5155034400000001,1.7172000000000007,0.0027524415180444,1.5936757e-05,0,0.0,0,0.10931981,0,0,Safe (Both Agree),"[1154680310, 1155982671]",18.61177,73.80187
Pune,336208088,39.6,residential,1,40,0,5,2,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,0,1,0,0,1,0,1.8,0.07128,1.4,1.0,0.0997919999999999,0.99792,0.0105931000636274,5.1829957e-06,0,0.0,0,0.28032216,0,0,Safe (Both Agree),336208088,18.39944,73.49918
Delhi,414018439,36.8,residential,1,40,0,31,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.06624,1.8,1.0,0.1192319999999999,1.1923199999999998,0.0001183477900789,3.1068203e-06,0,0.0,0,0.0067407577,0,0,Safe (Both Agree),414018439,28.4899,77.3212
Delhi,707215799,34.3,residential,1,40,0,39,2,1,0,0,0,0,1.5,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.0617399999999999,1.8,1.075,0.1194668999999999,1.1946689999999998,7.399589239209894e-05,3.4276723e-06,0,0.0,0,0.0010316358,0,0,Safe (Both Agree),707215799,28.66125,77.13677
Delhi,422193296,23.3,residential,1,40,0,75,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.04194,1.8,1.0,0.075492,0.7549200000000001,7.232385903773035e-05,1.0053296e-06,0,0.0,0,0.0001145085,0,0,Safe (Both Agree),422193296,28.85701,77.10297
Delhi,421738735,17.6,residential,1,40,0,60,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.03168,1.8,1.0,0.057024,0.57024,7.232385903773035e-05,6.9889927e-07,0,0.0,0,3.5865814e-05,0,0,Safe (Both Agree),421738735,28.49438,77.2262
Delhi,459235182,14.8,residential,1,40,0,57,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.02664,1.8,1.0,0.047952,0.47952,7.232385903773035e-05,6.474886e-07,0,0.0,0,2.8370298e-05,0,0,Safe (Both Agree),459235182,28.69707,77.04995
Delhi,423616573,4.6,tertiary,1,40,0,21,3,4,3,1,2,0,12.9,723.7,30.2,0.0,11320,97.5,0,1,1,0,2,0,3.4,0.0156399999999999,1.8,1.645,0.04631004,0.4631003999999999,0.0377179953643181,6.1477826e-05,0,0.0,0,0.00038602718,0,0,Safe (Both Agree),423616573,28.53125,77.21851
Delhi,422168646,24.1,residential,1,40,0,40,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.04338,1.8,1.0,0.078084,0.78084,7.232385903773035e-05,1.234519e-06,0,0.0,0,0.0006017949,0,0,Safe (Both Agree),422168646,28.70559,77.27448
Delhi,1071901667,34.2,residential,1,40,0,84,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.06156,1.8,1.0,0.110808,1.1080800000000002,7.232385903773035e-05,2.5919508e-06,0,0.0,0,0.0005633794,0,0,Safe (Both Agree),1071901667,28.73525,77.18624
Pune,1376031792,395.5,residential,1,40,0,1,2,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,0,0,0,0,0,0,1.8,0.7119,1.08,1.0,0.768852,0.972,0.0108607502871751,5.5592204e-06,0,0.0,0,0.2165277,0,0,Safe (Both Agree),1376031792,18.7808,73.96167
Delhi,277886840,102.5,residential,1,40,0,36,2,0,2,0,0,0,2.4,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.1845,1.8,1.12,0.371952,1.8144,0.0006804592512763,7.1563136e-06,0,0.0,0,0.0073673464,0,0,Safe (Both Agree),277886840,28.68356,77.32864
Delhi,171691327,49.6,residential,1,40,0,57,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.08928,1.8,1.0,0.160704,1.60704,0.0002416583758405,4.333368e-06,0,0.0,0,0.0014959744,0,0,Safe (Both Agree),171691327,28.71182,77.0691
Pune,215355184,79.3,primary,1,40,0,3,5,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,0,0,0,1,1,8.2,0.6502599999999998,1.24,1.0,0.8063223999999998,5.083999999999999,0.981748788185856,0.9974867,1,0.9479,1,0.5111021,1,0,Government Blind Spot,215355184,19.00191,73.74082
Delhi,175803923,32.4,residential,1,40,0,31,2,2,0,1,2,1,7.1,723.7,30.2,0.0,11320,97.5,0,1,1,0,2,0,1.8,0.05832,1.8,1.355,0.14224248,1.4224248,0.001984043952586,5.3768376e-06,0,0.0,0,0.015138233,0,0,Safe (Both Agree),175803923,28.65849,77.30904
Delhi,176159967,29.7,residential,1,40,0,52,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.05346,1.8,1.0,0.096228,0.96228,7.232385903773035e-05,1.8052981e-06,0,0.0,0,0.000617048,0,0,Safe (Both Agree),176159967,28.55089,77.29185
Delhi,423534385,17.8,residential,1,40,0,70,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.03204,1.8,1.0,0.057672,0.57672,7.232385903773035e-05,6.9889927e-07,0,0.0,0,3.5002788e-05,0,0,Safe (Both Agree),423534385,28.68268,77.06991
Pune,219506763,20.6,residential,1,40,0,11,2,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,0,1,0,0,1,0,1.8,0.03708,1.8,1.0,0.066744,0.6674400000000001,0.0005181548420084,7.735969e-07,0,0.0,0,0.0011219762,0,0,Safe (Both Agree),219506763,18.63516,74.08844
Pune,613468132,504.8,unclassified,1,40,0,2,2,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,0,0,0,0,0,0,2.1,1.06008,1.16,1.0,1.2296928,1.218,0.0119300538599953,5.39571e-06,0,0.0,0,0.21114932,0,0,Safe (Both Agree),613468132,19.26339,73.88433
Pune,282649221,12.4,residential,1,40,0,5,2,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,0,1,0,0,1,0,1.8,0.02232,1.4,1.0,0.0312479999999999,0.31248,0.0005109453424325,6.243874e-07,0,0.0,0,0.0002721105,0,0,Safe (Both Agree),282649221,18.33596,74.04883
Pune,1151106926,243.3,primary,1,40,0,3,5,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,0,0,0,1,1,8.2,1.99506,1.24,1.0,2.4738744,5.084,0.9814723009077518,0.9977912,1,0.9505,1,0.5515693,1,0,Government Blind Spot,1151106926,18.39412,73.91888
Pune,54032390,133.1,residential,1,40,0,6,2,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,0,1,0,0,1,0,1.8,0.23958,1.48,1.0,0.3545783999999999,1.332,0.0131774999417586,1.6837917e-05,0,0.0,0,0.52960724,1,0,Safe (Both Agree),54032390,18.56393,73.8409
Delhi,422417251,94.2,residential,1,40,0,9,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.16956,1.72,1.0,0.2916432,1.5479999999999998,0.0023155793922942,6.9967414e-06,0,0.0,0,0.047845367,0,0,Safe (Both Agree),422417251,28.83925,77.08529
Delhi,77862406,277.3,secondary,1,40,1,18,4,3,0,0,3,0,7.5,723.7,30.2,0.0,11320,97.5,1,1,1,0,3,1,5.6,1.5528799999999998,1.8,1.375,3.843378,6.93,0.9822431210479304,0.9846027,1,0.9994,1,0.83457893,1,1,Confirmed Black Spot,77862406,28.62369,77.11842
Delhi,"[1122555520, 423112110]",82.1,residential,1,40,0,61,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.14778,1.8,1.0,0.266004,1.6200000000000003,0.0002360564731191,6.6654356e-06,0,0.0,0,0.0018789727,0,0,Safe (Both Agree),"[1122555520, 423112110]",28.68961,77.27513
Delhi,1305927030,18.1,tertiary,1,40,0,73,3,3,1,0,2,0,7.7,723.7,30.2,0.0,11320,97.5,0,1,1,0,2,0,3.4,0.06154,1.8,1.385,0.15341922,1.5341922000000003,0.0020255593269096,9.9587805e-06,0,0.0,0,9.8730234e-05,0,0,Safe (Both Agree),1305927030,28.63628,77.1801
Pune,"[575123907, 575123908, 571416276]",273.0,unclassified,1,40,0,2,2,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,0,0,0,0,0,0,2.1,0.5733,1.16,1.0,0.665028,1.2179999999999995,0.0094319986854624,4.285224e-06,0,0.0,0,0.26614076,0,0,Safe (Both Agree),"[575123907, 575123908, 571416276]",18.13209,74.85094
Pune,618792944,249.9,unclassified,1,40,0,3,2,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,0,0,0,0,0,0,2.1,0.5247900000000001,1.24,1.0,0.6507396000000001,1.3020000000000005,0.0131774999417586,1.359978e-05,0,0.0,0,0.5515693,1,0,Safe (Both Agree),618792944,18.79459,73.79929
Pune,609517514,563.1,unclassified,1,40,0,0,2,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,0,0,0,0,0,0,2.1,1.18251,1.0,1.0,1.18251,1.05,0.0155613530892739,4.1785347e-06,0,0.0,0,0.27576882,0,0,Safe (Both Agree),609517514,19.15957,74.04197
Delhi,213170459,30.6,residential,1,40,0,59,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.05508,1.8,1.0,0.099144,0.99144,7.232385903773035e-05,2.1291394e-06,0,0.0,0,0.00031323577,0,0,Safe (Both Agree),213170459,28.70845,77.04514
Delhi,1078109638,63.9,residential,1,40,0,8,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.11502,1.64,1.0,0.1886328,1.476,0.0022716532135558,7.6927045e-06,0,0.0,0,0.049806196,0,0,Safe (Both Agree),1078109638,28.59207,76.9221
Delhi,421459088,192.6,residential,1,40,0,27,2,1,1,0,0,0,2.7,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.34668,1.8,1.135,0.7082672400000001,1.8387000000000004,0.0008123433281992,1.0318286e-05,0,0.0,0,0.018781051,0,0,Safe (Both Agree),421459088,28.5083,77.24981
Delhi,1427897684,36.3,residential,1,40,0,26,2,0,1,1,0,0,2.5,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.06534,1.8,1.125,0.1323135,1.3231350000000004,0.000415106041595,3.5446287e-06,0,0.0,0,0.016572112,0,0,Safe (Both Agree),1427897684,28.57144,77.22116
Pune,864155666,115.1,primary,1,40,1,30,5,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,8.2,0.9438199999999998,1.8,1.0,1.6988759999999996,7.379999999999998,0.9773480185761728,0.9972825,1,1.0,1,0.90142083,1,1,Confirmed Black Spot,864155666,18.67359,73.89354
Pune,906980891,37.7,residential,1,40,0,16,2,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,0,1,0,0,1,0,1.8,0.06786,1.8,1.0,0.122148,1.2214800000000003,0.0135741866447731,1.1039092e-05,0,0.0,0,0.4464599,0,0,Safe (Both Agree),906980891,18.68976,74.13592
Pune,1218680017,128.9,residential,1,40,0,4,2,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,0,0,0,0,0,0,1.8,0.23202,1.32,1.0,0.3062664,1.188,0.0131774999417586,1.4381009e-05,0,0.0,0,0.56939036,1,0,Safe (Both Agree),1218680017,18.81901,73.88364
Delhi,171527937,52.7,residential,1,40,0,52,2,0,1,0,0,0,1.2,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.09486,1.8,1.06,0.18099288,1.7172000000000005,0.0004179911283136,5.7085995e-06,0,0.0,0,0.0037246856,0,0,Safe (Both Agree),171527937,28.69574,77.08183
Pune,1118868304,56.6,residential,1,40,0,20,2,4,0,0,0,0,6.0,1155.4,30.4,0.0,603,61.0,0,1,1,0,2,0,1.8,0.10188,1.8,1.3,0.2383992,2.1060000000000003,0.0070637330496533,2.6077543e-05,0,0.0,0,0.13747126,0,0,Safe (Both Agree),1118868304,18.60595,73.76008
Pune,62755182,50.8,primary,1,40,0,8,5,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,8.2,0.4165599999999999,1.64,1.0,0.6831583999999999,6.723999999999999,0.982431985091292,0.99721766,1,0.9968,1,0.47405586,0,1,Confirmed Black Spot,62755182,18.41306,73.76525
Delhi,1079932064,39.3,residential,1,40,0,41,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.07074,1.8,1.0,0.127332,1.27332,8.012970632697246e-05,3.105372e-06,0,0.0,0,0.003421242,0,0,Safe (Both Agree),1079932064,28.70983,77.07627
Delhi,78785627,19.6,tertiary,1,40,1,53,3,2,2,0,0,0,5.4,723.7,30.2,0.0,11320,97.5,0,1,1,0,2,0,3.4,0.06664,1.8,1.27,0.15233904,1.5233904000000005,0.0010318256631511,1.0622464e-05,0,0.0,0,0.0011053408,0,0,Safe (Both Agree),78785627,28.7307,77.17026
Delhi,1186776890,40.1,living_street,1,40,0,69,1,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.0,0.0401,1.8,1.0,0.07218,0.7218000000000001,8.012970632697246e-05,3.105372e-06,0,0.0,0,0.00071763404,0,0,Safe (Both Agree),1186776890,28.6602,77.26798
Delhi,369837698,30.5,residential,1,40,0,52,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.0549,1.8,1.0,0.0988199999999999,0.9882,7.232385903773035e-05,2.1291394e-06,0,0.0,0,0.0006128971,0,0,Safe (Both Agree),369837698,28.61317,77.06854
Delhi,1123523102,41.0,residential,1,40,0,45,2,1,1,0,0,0,2.7,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.0737999999999999,1.8,1.135,0.1507733999999999,1.507734,9.463554858559696e-05,4.1614344e-06,0,0.0,0,0.0020590513,0,0,Safe (Both Agree),1123523102,28.6465,77.29094
Delhi,171496215,4.0,residential,1,40,0,37,2,1,1,0,1,0,3.7,723.7,30.2,0.0,11320,97.5,0,1,1,0,2,0,1.8,0.0072,1.8,1.185,0.0153575999999999,0.153576,0.0018601044305569,9.756757e-07,0,0.0,0,0.00012286282,0,0,Safe (Both Agree),171496215,28.69733,77.10364
Delhi,212410410,20.5,residential,1,40,0,57,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.0368999999999999,1.8,1.0,0.0664199999999999,0.6641999999999999,7.232385903773035e-05,6.9889927e-07,0,0.0,0,5.5059754e-05,0,0,Safe (Both Agree),212410410,28.73226,77.02757
Pune,761145300,133.5,residential,1,40,0,6,2,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,0,1,0,0,1,0,1.8,0.2403,1.48,1.0,0.355644,1.332,0.0131774999417586,1.6837917e-05,0,0.0,0,0.52960724,1,0,Safe (Both Agree),761145300,18.4445,73.90572
Delhi,77001436,17.9,residential,1,40,0,54,2,1,1,0,0,0,2.7,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.03222,1.8,1.135,0.06582546,0.6582546,7.518222484543644e-05,1.0509673e-06,0,0.0,0,6.266285e-05,0,0,Safe (Both Agree),77001436,28.60156,77.30379
Pune,857242363,59.9,residential,1,40,0,22,2,1,2,0,0,0,3.9,1155.4,30.4,0.0,603,61.0,0,1,1,0,2,0,1.8,0.10782,1.8,1.195,0.23192082,1.9359,0.0103192989389744,2.1844808e-05,0,0.0,0,0.09765122,0,0,Safe (Both Agree),857242363,18.55851,73.89704
Pune,614965254,3632.1,tertiary,1,40,0,0,3,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,0,0,0,0,0,0,3.4,12.34914,1.0,1.0,12.34914,1.7,0.0213109822137688,1.046649e-05,0,0.0,0,0.41241798,0,0,Safe (Both Agree),614965254,18.98389,73.71595
Pune,606821715,736.3,unclassified,1,40,0,0,2,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,0,0,0,0,0,0,2.1,1.54623,1.0,1.0,1.54623,1.05,0.0155613530892739,4.1785347e-06,0,0.0,0,0.27319872,0,0,Safe (Both Agree),606821715,18.90465,74.0536
Pune,172048253,13.2,tertiary,1,40,0,19,3,2,2,0,2,0,7.4,1155.4,30.4,0.0,603,61.0,0,1,1,0,2,0,3.4,0.0448799999999999,1.8,1.37,0.11067408,1.1067408,0.0105504056947409,7.634959e-06,0,0.0,0,0.00026604047,0,0,Safe (Both Agree),172048253,18.48546,73.84998
Pune,192610564,43.2,residential,2,40,0,29,2,0,2,0,0,0,2.4,1155.4,30.4,0.0,603,61.0,0,1,0,0,1,0,1.8,0.07776,1.8,1.12,0.15676416,1.5676416,0.0296079898856446,1.850127e-05,0,0.0,0,0.53208935,1,0,Safe (Both Agree),192610564,18.56176,73.93134
Pune,"[232801418, 232801419, 232801420, 232801421, 232801422, 232801423, 1151199149]",10807.4,trunk,2,40,0,0,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,0,0,0,1,1,10.8,116.71992,1.0,1.0,116.71992,5.4,0.9452527218246648,0.9998946,1,0.9982,1,0.47157314,0,0,Government Blind Spot,"[232801418, 232801419, 232801420, 232801421, 232801422, 232801423, 1151199149]",18.09587,73.65386
Delhi,422388563,67.5,residential,1,40,0,18,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.1215,1.8,1.0,0.2187,1.62,0.0019368649238365,1.0202997e-05,0,0.0,0,0.0616737,0,0,Safe (Both Agree),422388563,28.8152,77.07238
Pune,253451958,238.6,trunk,1,40,0,3,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,0,0,0,1,1,10.8,2.57688,1.24,1.0,3.1953312,6.696000000000001,0.9832887683364944,0.99992764,1,0.9997,1,0.5296451,1,0,Government Blind Spot,253451958,18.75452,73.80733
Delhi,212738620,26.6,residential,1,40,0,72,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.04788,1.8,1.0,0.086184,0.8618400000000002,7.232385903773035e-05,1.3510057e-06,0,0.0,0,0.00024444947,0,0,Safe (Both Agree),212738620,28.72315,77.04737
Delhi,421252303,79.4,residential,1,40,0,34,2,1,0,0,0,0,1.5,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.14292,1.8,1.075,0.2765502,1.7415,0.0008392784718946,7.546492e-06,0,0.0,0,0.009591389,0,0,Safe (Both Agree),421252303,28.64779,77.27511
Delhi,"[421944653, 1223765615]",357.4,residential,1,40,0,22,2,0,2,0,0,0,2.4,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.6433199999999999,1.8,1.12,1.29693312,1.8144,0.0049715285934289,1.1932371e-05,0,0.0,0,0.03483306,0,0,Safe (Both Agree),"[421944653, 1223765615]",28.51117,77.23329
Pune,1119546473,27.4,residential,1,40,0,32,2,0,3,0,0,0,3.6,1155.4,30.4,0.0,603,61.0,0,1,1,0,2,0,1.8,0.04932,1.8,1.18,0.10475568,1.0475568,0.0017949582867347,2.7018932e-06,0,0.0,0,0.0076951445,0,0,Safe (Both Agree),1119546473,18.48901,73.84651
Pune,"[448137659, 815215727]",239.9,residential,1,40,0,17,2,0,1,0,0,0,1.2,1155.4,30.4,0.0,603,61.0,0,1,0,0,1,0,1.8,0.43182,1.8,1.06,0.82391256,1.7171999999999998,0.0087353462129924,2.0382904e-05,0,0.0,0,0.1745328,0,0,Safe (Both Agree),"[448137659, 815215727]",18.61835,73.87295
Pune,436197878,34.4,primary,1,40,0,21,5,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,8.2,0.28208,1.8,1.0,0.507744,5.077439999999999,0.911994820969326,0.992415,1,0.8069,1,0.25748822,0,1,Confirmed Black Spot,436197878,18.53201,73.93744
Delhi,1078971492,33.3,primary,1,40,0,22,5,0,0,0,2,0,2.0,723.7,30.2,0.0,11320,97.5,1,1,0,0,2,1,8.2,0.2730599999999999,1.8,1.1,0.5406588,5.406588,0.9323169128450596,0.9540711,1,0.5687,1,0.022485757,0,1,Confirmed Black Spot,1078971492,28.8128,77.00892
Pune,857960755,123.0,primary,2,40,0,21,5,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,8.2,1.0086,1.8,1.0,1.81548,7.38,0.9675286320247476,0.99955505,1,1.0,1,0.73547465,1,1,Confirmed Black Spot,857960755,18.69638,73.75542
Pune,1094969097,41.2,primary,2,40,0,8,5,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,8.2,0.33784,1.64,1.0,0.5540576,5.540576000000001,0.9555528221572158,0.9938008,1,0.9518,1,0.6746072,1,1,Confirmed Black Spot,1094969097,18.57429,73.70498
Delhi,422380592,76.5,residential,1,40,0,45,2,0,1,0,0,0,1.2,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.1377,1.8,1.06,0.2627316,1.7172000000000005,0.0006535137416964,6.3402144e-06,0,0.0,0,0.0070712403,0,0,Safe (Both Agree),422380592,28.79294,77.16429
Delhi,371900283,68.1,tertiary,1,40,0,51,3,14,8,0,0,0,30.6,723.7,30.2,0.0,11320,97.5,0,1,1,0,2,1,3.4,0.2315399999999999,1.8,2.0,0.833544,6.12,0.9801290574658376,0.99972385,1,0.9883,1,0.9303387,1,0,Government Blind Spot,371900283,28.62306,77.28894
Pune,739038881,137.0,tertiary,1,40,0,18,3,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,0,1,0,0,1,0,3.4,0.4658,1.8,1.0,0.83844,3.06,0.0122961784246999,0.0002977739,0,0.0,0,0.37790078,0,0,Safe (Both Agree),739038881,18.45785,73.95548
Delhi,1132445340,78.4,residential,1,40,0,24,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.14112,1.8,1.0,0.254016,1.62,0.0011443643686939,8.257392e-06,0,0.0,0,0.03129701,0,0,Safe (Both Agree),1132445340,28.63075,77.14351
Delhi,423830263,49.1,residential,1,40,0,57,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.08838,1.8,1.0,0.159084,1.5908400000000005,0.0002416583758405,4.003884e-06,0,0.0,0,0.0014513873,0,0,Safe (Both Agree),423830263,28.62817,77.05436
Delhi,24969815,184.2,secondary,2,60,1,19,4,0,2,0,4,0,6.4,723.7,30.2,0.0,11320,97.5,1,1,1,0,3,1,5.6,1.03152,1.8,1.32,2.45089152,6.652799999999999,0.9882302602651156,0.98752326,1,0.9997,1,0.98708934,1,1,Confirmed Black Spot,24969815,28.50571,77.17457
Delhi,423541103,17.8,residential,1,40,0,35,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.03204,1.8,1.0,0.057672,0.57672,9.12313119596068e-05,6.9889927e-07,0,0.0,0,0.00011513763,0,0,Safe (Both Agree),423541103,28.68948,77.04033
Delhi,433121205,6.9,tertiary,1,40,0,74,3,0,1,0,0,0,1.2,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,3.4,0.02346,1.8,1.06,0.04476168,0.4476168,0.0001387739649249,1.884118e-06,0,0.0,0,4.9459846e-05,0,0,Safe (Both Agree),433121205,28.64439,77.09177
Delhi,414265392,124.6,living_street,1,40,0,17,1,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.0,0.1245999999999999,1.8,1.0,0.2242799999999999,0.8999999999999999,0.0020693175320355,1.0835514e-05,0,0.0,0,0.0667002,0,0,Safe (Both Agree),414265392,28.49286,77.14188
Pune,857998643,55.0,residential,1,40,0,9,2,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,0,1,0,0,1,0,1.8,0.099,1.72,1.0,0.17028,1.548,0.0131853236829849,1.05175095e-05,0,0.0,0,0.43121573,0,0,Safe (Both Agree),857998643,18.39676,74.13076
Pune,857017868,18.7,residential,1,40,0,18,2,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,0,1,0,0,1,0,1.8,0.0336599999999999,1.8,1.0,0.0605879999999999,0.60588,0.0006981597478664,8.097891e-07,0,0.0,0,0.00058185065,0,0,Safe (Both Agree),857017868,18.54644,74.03077
Pune,22841981,705.6,trunk,2,40,1,1,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,0,0,0,1,1,10.8,7.620480000000001,1.08,1.0,8.230118400000002,5.832000000000001,0.9963601319874678,0.99972934,1,0.9992,1,0.95070636,1,0,Government Blind Spot,22841981,18.7629,73.48212
Delhi,171687566,102.0,residential,1,40,0,28,2,0,0,0,1,0,1.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.1835999999999999,1.8,1.05,0.347004,1.701,0.0044024300439448,7.4590216e-06,0,0.0,0,0.023191554,0,0,Safe (Both Agree),171687566,28.71749,77.07461
Delhi,1076567307,57.9,residential,1,40,0,77,2,1,2,0,0,0,3.9,723.7,30.2,0.0,11320,97.5,0,1,1,0,2,0,1.8,0.10422,1.8,1.195,0.2241772199999999,1.9359,0.000369545808654,7.2298567e-06,0,0.0,0,0.0021993008,0,0,Safe (Both Agree),1076567307,28.60656,76.9897
Delhi,"[717491422, 1056584894, 1056584895]",88.4,residential,1,40,0,9,2,0,1,0,1,2,3.8,723.7,30.2,0.0,11320,97.5,0,1,1,0,2,0,1.8,0.15912,1.72,1.19,0.325686816,1.84212,0.0092207296798632,1.1159058e-05,0,0.0,0,0.081433006,0,0,Safe (Both Agree),"[717491422, 1056584894, 1056584895]",28.59195,77.07856
Pune,859246456,378.5,residential,1,40,0,1,2,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,0,0,0,0,0,0,1.8,0.6813,1.08,1.0,0.735804,0.972,0.0094600374904567,5.5592204e-06,0,0.0,0,0.23667648,0,0,Safe (Both Agree),859246456,18.59049,74.13641
